Days since first case,continent_Africa,continent_Asia,continent_Europe,continent_North America,continent_Oceania,continent_South America,e1_2_action,Number of Tweet,c7_2_action,c6_3_action,e2_2_action,e1_1_action,e2_1_action,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,c6_2_action,c1_3_action,c4_4_action,temperature,h2_2_action,c2_2_action,c8_4_action,c4_1_action,c2_3_action,c5_2_action,c5_1_action,c3_2_action,h3_1_action,h2_3_action,h2_1_action,c4_3_action,c8_3_action,h1_2_action,urbanPopulation,population_density,cvd_death_rate,gdp_per_capita,diabetes_prevalence,life_expectancy,aged_65_older_sum,clear-day,clear-night,cloudy,partly-cloudy-day,partly-cloudy-night,rain,wind-fog-snow
36,0,0,1,0,0,0,0,5,14,0,0,17,10,0,0,0,0,1,0,0,12,30,17,46.24,0,23,0,0,0,0,21,35,0,0,0,0,21,39,79.388,83.479,175.695,24574.382,4.55,82.24,34.92,0,0,0,1,0,0,0
99,0,0,0,0,1,0,0,0,0,0,0,71,0,0,0,0,0,1,0,0,0,103,0,85.79,0,48,0,0,0,0,60,99,0,51,0,30,0,100,94.859,304.128,310.496,23315.1805,21.52,80.07,15.044,1,0,0,0,0,0,0
1,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0,3,3,3,72.84,0,0,0,0,3,0,0,3,0,0,3,0,47,19,56.192,398.448,430.548,1653.173,6.65,64,7.754,0,0,0,0,1,0,0
50,0,0,1,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,1,0,14,16,43.41,20,0,0,0,0,0,0,16,19,0,0,0,0,52,80.709,122.578,86.06,38605.671,4.77,82.66,32.797,0,0,0,0,1,0,0
103,0,1,0,0,0,0,0,1,98,0,0,82,97,0,1,0,0,0,0,0,51,107,98,77.52,0,62,0,0,0,98,0,125,111,0,147,0,28,0,36.591,32.333,436.362,3393.474,7.11,71.45,7.371,0,0,0,1,0,0,0
28,1,0,0,0,0,0,0,1.692307692,28,0,30,29,0,0,0,1,0,0,0,0,28,42,28,55.72,0,0,93,0,28,0,36,45,30,0,33,0,0,120,70.172,4.044,237.372,15807.374,4.81,69.59,6.183,0,0,0,1,0,0,0
131,0,1,0,0,0,0,0,18,0,0,71,40,0,1,0,0,0,0,0,0,0,85,0,79.92,0,0,0,0,0,0,0,0,132,0,132,0,53,112,91.698,347.778,79.37,39002.223,5.72,84.63,45.542,0,0,0,1,0,0,0
91,1,0,0,0,0,0,5,1,0,0,0,0,80,0,0,0,0,1,0,0,0,93,0,72.47,0,0,94,0,0,0,0,0,0,19,0,0,0,86,40.766,622.962,224.644,20292.745,22.02,74.99,16.829,0,0,0,1,0,0,0
105,0,0,0,1,0,0,0,2,0,0,118,72,0,0,0,0,0,0,1,0,0,118,0,79.96,0,0,0,0,0,119,0,121,0,0,135,26,164,132,93.576,376.232,108.094,35044.67,12.9,80.1,24.997,0,0,0,0,0,1,0
40,1,0,0,0,0,0,0,1,42,0,38,35,0,0,0,0,1,0,0,0,30,34,0,73.52,13,0,64,0,34,0,34,46,13,0,0,0,0,86,66.195,135.58,182.219,6222.554,2.42,72.98,7.897,0,1,0,0,0,0,0
144,0,0,1,0,0,0,0,4,112,0,85,55,0,0,0,1,0,0,0,0,24,0,87,66.75,0,44,87,0,0,0,87,107,0,80,0,0,0,101,74.587,8.823,431.297,24765.954,6.18,72.58,23.571,0,0,0,1,0,0,0
90,0,0,0,0,1,0,0,1,37,0,31,44,0,0,0,0,0,1,0,0,23,0,27,67.4,0,33,36,0,0,0,0,38,33,0,91,0,0,91,86.124,3.202,107.791,44648.71,5.07,83.44,25.633,0,0,0,1,0,0,0
25,1,0,0,0,0,0,0,1.545454545,0,0,0,0,0,0,0,0,0,1,0,0,0,26,0,68.83,0,0,0,0,0,0,17,26,0,0,26,26,0,26,36.528,37.728,329.942,1136.103,3.3,60.85,5.028,0,0,0,1,0,0,0
11,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14.84,0,0,0,0,0,0,0,0,12,0,12,0,0,0,81.482,4.037,105.599,44017.591,7.37,82.43,27.781,0,0,1,0,0,0,0
42,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,71.07,0,0,0,0,0,0,0,0,0,0,0,0,15,0,86.789,112.442,317.84,67293.483,17.26,77.97,1.67,1,0,0,0,0,0,0
50,1,0,0,0,0,0,0,1,54,28,0,0,0,0,0,0,1,0,0,0,0,61,62,87.46,0,0,95,0,29,54,0,62,51,0,51,0,0,51,80.393,3.623,341.862,17881.509,10.43,72.91,7.24,1,0,0,0,0,0,0
117,0,1,0,0,0,0,39,1,45,0,39,0,0,0,0,0,0,0,1,0,0,53,0,96.91,9,7,46,0,0,0,37,61,0,0,0,55,0,65,50.692,135.132,109.861,16277.671,7.04,77.15,18.263,0,0,1,0,0,0,0
12,0,0,0,0,0,1,0,86,0,0,3,0,0,0,0,0,1,0,0,0,0,4,0,53.29,49,0,0,0,0,0,0,8,0,0,0,3,0,59,81.104,44.223,124.24,13254.949,7.44,77.29,11.958,0,0,1,0,0,0,0
19,0,0,0,1,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,81.42,0,0,0,0,0,0,0,0,0,0,20,0,0,0,58.76,51.667,137.016,5321.444,11.47,74.48,8.964,0,1,0,0,0,0,0
98,1,0,0,0,0,0,0,5.333333333,79,0,15,53,0,0,0,0,0,1,0,0,0,0,0,33.58,0,43,79,0,0,0,79,89,0,43,0,89,0,100,66.856,46.754,200.38,12294.876,5.52,64.13,8.397,1,0,0,0,0,0,0
34,0,0,0,0,0,1,0,1,0,0,31,32,0,0,0,0,0,0,1,0,0,36,0,61.08,0,0,26,0,0,0,23,37,35,0,35,0,0,35,95.426,19.751,160.708,20551.409,6.93,77.91,25.016,0,1,0,0,0,0,0
64,0,0,0,0,0,1,52,0,62,0,0,0,0,0,0,0,0,0,0,1,0,0,0,47.1,19,47,0,0,0,0,0,74,0,0,0,33,61,65,0,0,187.3239167,13840.78525,5.55,81.44,13.46325,0,0,0,0,0,0,1
102,1,0,0,0,0,0,0,4,83,0,19,57,0,0,1,0,0,0,0,0,0,0,0,44.54,0,47,83,0,0,0,83,93,0,47,0,93,0,104,66.856,46.754,200.38,12294.876,5.52,64.13,8.397,0,0,1,0,0,0,0
12,0,1,0,0,0,0,0,6,3,0,0,0,3,0,0,0,0,0,1,0,3,6,3,87.99,21,0,0,0,3,3,0,1,58,0,0,0,0,61,37.405,1265.036,298.003,3523.984,8.38,72.59,8.36,0,0,1,0,0,0,0
71,0,0,0,1,0,0,0,0,0,0,0,0,72,0,0,0,0,0,1,0,41,80,0,79.85,72,0,72,0,0,0,0,83,0,0,0,41,0,0,48.116,207.973,197.0668846,21655.2437,13.67,79.07,16.17296,0,1,0,0,0,0,0
29,1,0,0,0,0,0,0,1.104575163,16,0,0,20,20,1,0,0,0,0,0,0,26,29,26,74.73,0,0,22,0,0,0,0,26,0,0,0,0,0,30,54.507,4.289,232.347,3597.633,2.42,64.92,4.93,0,0,0,0,1,0,0
118,1,0,0,0,0,0,0,1,0,0,0,0,94,0,0,0,0,1,0,0,0,0,0,75.87,0,0,119,0,0,0,0,0,113,0,119,0,0,119,16.517,16.955,238.339,926,2.42,62.42,3.931,0,0,0,0,1,0,0
110,0,0,1,0,0,0,0,2,78,53,51,21,0,0,0,0,1,0,0,0,0,62,53,45.04,0,10,53,0,0,0,53,73,0,46,0,0,0,67,74.587,8.823,431.297,24765.954,6.18,72.58,23.571,0,0,1,0,0,0,0
8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40.99,0,0,0,0,0,0,0,0,0,0,9,0,0,0,68.222,31.212,350.06,25063.846,4.91,75.29,33.89,0,0,0,0,0,1,0
169,0,0,1,0,0,0,119,35,0,0,0,0,48,0,0,0,0,0,0,1,0,0,135,54.66,63,0,0,0,0,0,0,135,0,0,0,0,0,171,80.709,122.578,86.06,38605.671,4.77,82.66,32.797,1,0,0,0,0,0,0
109,0,0,1,0,0,0,81,1,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,57.07,85,0,0,0,0,0,0,0,0,0,0,0,67,110,73.921,137.176,227.485,32605.906,6.82,79.38,30.607,0,0,0,0,0,1,0
67,0,1,0,0,0,0,0,1,23,0,0,19,64,0,1,0,0,0,0,0,0,0,0,79.6,0,74,0,0,0,35,0,81,68,0,68,18,7,68,27.309,64.281,427.698,2896.913,7.11,71.1,5.621,0,0,0,1,0,0,0
66,0,0,1,0,0,0,0,1.8,0,0,50,57,0,0,0,0,0,1,0,0,0,54,51,58,0,5,0,0,0,0,51,51,29,29,0,0,60,104,65.764,112.371,127.842,27936.896,9.85,82.05,36.426,0,0,1,0,0,0,0
24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,25,0,71.84,25,0,20,0,16,0,16,16,25,0,0,25,0,25,61.931,207.566,331.43,1561.767,1.91,62.05,3.756,0,1,0,0,0,0,0
18,0,1,0,0,0,0,0,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,68.31,0,0,0,0,0,0,0,0,0,0,24,0,0,0,34.472,450.419,282.28,6426.674,10.39,69.66,9.403,1,0,0,0,0,0,0
29,0,0,1,0,0,0,0,2.666666667,7,0,17,0,0,0,0,0,0,1,0,0,8,24,0,34.88,0,19,19,24,0,0,19,24,0,0,36,0,0,36,71.644,108.043,278.296,26777.561,7.55,76.88,30.553,1,0,0,0,0,0,0
64,0,0,1,0,0,0,19,3,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,34.61,0,19,16,0,0,0,0,23,36,0,38,0,0,37,85.446,18.136,153.507,40585.721,5.76,81.91,34.492,0,0,0,0,0,0,1
139,0,0,1,0,0,0,0,1,0,0,117,0,0,1,0,0,0,0,0,0,0,0,0,66.26,0,119,0,0,0,0,0,0,0,41,0,0,0,130,68.222,31.212,350.06,25063.846,4.91,75.29,33.89,0,0,0,1,0,0,0
63,0,1,0,0,0,0,0,72,19,16,0,0,0,0,0,0,1,0,0,0,0,24,16,92.97,46,0,12,0,16,19,0,19,0,0,0,0,0,70,47.149,351.873,370.437,7599.188,7.07,71.23,7.464,1,0,0,0,0,0,0
76,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,67.59,0,0,0,0,0,0,0,0,40,0,77,0,77,0,13.366,423.062,293.068,702.225,6.05,61.58,4.066,0,0,0,1,0,0,0
120,0,0,1,0,0,0,82,1,0,0,0,0,77,0,0,0,0,0,0,1,0,0,0,57.28,0,0,0,0,0,0,0,0,70,0,121,64,74,84,87.708,24.718,133.982,46949.283,4.79,82.8,33.418,1,0,0,0,0,0,0
119,0,0,0,0,0,1,0,1.666666667,0,0,116,117,0,0,0,0,0,0,0,1,0,0,0,47.1,0,0,0,0,0,0,0,0,120,18,0,0,0,120,95.426,19.751,160.708,20551.409,6.93,77.91,25.016,0,1,0,0,0,0,0
91,0,0,0,1,0,0,0,2,79,4,41,41,0,0,1,0,0,0,0,0,0,90,0,77.56,92,28,53,0,0,0,3,89,92,0,0,89,0,78,68.059,55.133,128.346,22267.037,8.33,78.51,12.948,0,0,0,0,0,1,0
20,0,1,0,0,0,0,0,1,13,0,0,0,0,1,0,0,0,0,0,0,0,29,0,96.76,21,0,0,0,4,7,0,32,21,0,0,32,15,21,30.852,81.721,202.104,5591.597,4.61,67.13,8.852,1,0,0,0,0,0,0
119,1,0,0,0,0,0,0,1,0,0,0,0,95,0,0,0,0,0,1,0,0,0,0,76.15,0,0,120,0,0,0,0,0,114,0,120,0,0,120,16.517,16.955,238.339,926,2.42,62.42,3.931,0,0,0,0,1,0,0
47,0,1,0,0,0,0,0,1,45,44,0,44,42,0,0,0,0,1,0,0,0,47,44,62.41,0,0,47,0,33,44,0,51,0,1,0,0,0,47,57.54,6.681,466.792,24055.588,9.59,73.6,11.616,0,0,0,1,0,0,0
127,1,0,0,0,0,0,43,1.714285714,0,0,0,0,43,0,0,1,0,0,0,0,0,0,0,72.33,94,0,0,0,0,0,0,0,0,0,0,73,0,128,47.861,99.11,235.848,2064.236,0.99,61.77,5.186,0,0,0,0,1,0,0
40,0,0,0,0,0,1,0,19,23,0,31,10,0,0,0,0,1,0,0,0,23,32,0,52.31,77,3,23,0,0,0,23,36,0,0,0,31,0,87,81.104,44.223,124.24,13254.949,7.44,77.29,11.958,0,0,0,0,1,0,0
56,0,0,1,0,0,0,0,0,0,0,0,53,0,0,0,0,0,1,0,0,60,59,53,55.95,28,14,0,0,0,64,0,60,0,0,0,0,2,57,100,3457.1,230.1594146,33360.61836,8.31,79.93,29.49982051,0,0,0,0,1,0,0
59,0,1,0,0,0,0,0,39,15,12,0,0,0,0,0,0,0,0,0,1,0,20,12,91.69,42,0,8,0,12,15,0,15,0,0,0,0,0,66,47.149,351.873,370.437,7599.188,7.07,71.23,7.464,0,0,1,0,0,0,0
13,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,86.53,0,0,0,0,0,0,0,0,0,0,20,0,13,20,47.149,351.873,370.437,7599.188,7.07,71.23,7.464,0,0,0,1,0,0,0
136,0,0,1,0,0,0,98,1,0,0,0,0,93,0,1,0,0,0,0,0,0,0,0,56.37,13,0,0,0,0,0,0,0,86,0,0,80,90,100,87.708,24.718,133.982,46949.283,4.79,82.8,33.418,0,0,0,0,0,1,0
122,0,0,0,0,0,1,0,1,114,0,0,104,0,0,0,0,0,0,0,1,19,123,118,33.07,0,17,104,0,0,119,0,123,0,0,97,0,0,122,69.773,10.202,204.299,6885.829,6.89,71.51,11.097,0,1,0,0,0,0,0
20,0,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,1,0,0,20,15,78.61,21,15,0,0,0,15,0,15,0,0,0,0,21,20,30.947,87.176,335.346,6570.102,6.86,69.5,5.453,0,0,0,0,0,1,0
123,0,1,0,0,0,0,0,11,0,0,0,0,94,0,0,0,0,1,0,0,85,0,88,89.28,0,26,0,0,0,0,0,123,111,0,124,0,0,124,55.985,145.725,342.864,11188.744,6.32,71.72,8.372,0,0,0,1,0,0,0
121,0,1,0,0,0,0,0,1,47,0,35,54,0,0,0,0,0,0,0,1,47,47,47,91.39,144,13,0,0,0,0,41,73,0,0,0,0,0,144,100,7915.731,92.243,85535.383,10.99,83.62,19.971,0,0,0,1,0,0,0
55,0,0,1,0,0,0,38,2,0,0,0,0,27,0,0,0,1,0,0,0,32,39,0,48.68,0,0,0,0,40,0,24,45,43,0,88,43,36,46,91.876,508.544,109.361,48472.545,5.29,82.28,30.66,1,0,0,0,0,0,0
2,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,10,0,78.65,0,4,0,0,0,0,0,4,0,0,0,4,3,3,43.136,15.196,268.024,2014.306,2.42,59.31,4.005,0,0,1,0,0,0,0
41,0,0,0,1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21.41,0,0,0,0,0,0,0,0,42,0,42,0,0,0,81.482,4.037,105.599,44017.591,7.37,82.43,27.781,0,1,0,0,0,0,0
117,0,1,0,0,0,0,0,47,68,0,87,68,0,0,1,0,0,0,0,0,23,75,69,106.35,0,37,0,0,0,68,0,74,0,48,0,0,9,83,34.472,450.419,282.28,6426.674,10.39,69.66,9.403,0,0,0,1,0,0,0
55,0,0,1,0,0,0,19,1,52,0,0,0,45,0,0,0,0,0,0,1,52,56,16,56.15,13,54,42,0,0,52,0,56,57,0,0,0,0,55,61.229,104.871,304.195,11803.431,10.08,78.57,21.831,0,0,0,1,0,0,0
54,0,0,0,0,0,1,0,3,47,44,44,46,0,0,0,0,1,0,0,0,0,50,47,68.03,21,0,46,0,46,0,47,50,56,0,0,0,0,57,78.099,25.129,85.755,12236.706,5.95,76.74,11.606,0,1,0,0,0,0,0
143,0,0,0,1,0,0,95,3,90,0,0,0,92,0,0,1,0,0,0,0,0,94,87,60.93,0,0,92,0,92,0,0,98,144,91,0,0,0,99,81.482,4.037,105.599,44017.591,7.37,82.43,27.781,0,1,0,0,0,0,0
82,0,1,0,0,0,0,46,1,0,0,59,0,0,0,0,0,0,0,1,0,0,81,56,82.7,0,38,0,0,0,0,50,60,0,47,0,0,111,116,89.394,1935.907,151.689,43290.705,16.52,77.29,3.759,1,0,0,0,0,0,0
110,0,0,0,0,1,0,0,0,0,0,99,1,0,0,0,0,1,0,0,0,0,0,0,86.83,93,0,0,0,0,0,70,108,1,0,0,17,0,93,13.25,18.22,561.494,3823.194,17.65,64.5,5.95,0,0,0,1,0,0,0
25,0,0,0,1,0,0,0,1,42,0,38,0,0,0,0,1,0,0,0,0,39,38,39,79.74,0,0,0,0,42,39,0,41,0,0,55,0,84,52,93.576,376.232,108.094,35044.67,12.9,80.1,24.997,0,1,0,0,0,0,0
93,0,0,0,0,0,1,81,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35.76,48,0,0,0,0,0,0,0,0,0,0,62,90,94,0,0,187.3239167,13840.78525,5.55,81.44,13.46325,0,0,0,0,1,0,0
89,0,0,0,1,0,0,0,1,91,0,0,16,88,0,0,1,0,0,0,0,91,91,0,77.28,0,0,60,0,0,0,16,91,16,0,91,16,0,107,56.192,398.448,430.548,1653.173,6.65,64,7.754,0,0,0,0,1,0,0
72,0,0,0,0,0,1,0,1,0,0,69,70,0,0,1,0,0,0,0,0,0,74,0,49.16,0,0,64,0,0,0,61,75,73,0,73,0,0,73,95.426,19.751,160.708,20551.409,6.93,77.91,25.016,0,1,0,0,0,0,0
20,1,0,0,0,0,0,0,1,21,19,0,0,0,0,0,0,0,1,0,0,0,21,0,64.88,0,0,27,0,6,21,0,21,20,0,20,21,0,21,37.861,43.951,405.994,1416.44,3.94,67.04,4.615,0,0,1,0,0,0,0
115,1,0,0,0,0,0,0,1.941176471,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,69.23,0,0,0,0,0,0,0,0,79,0,116,0,116,0,13.366,423.062,293.068,702.225,6.05,61.58,4.066,0,0,0,1,0,0,0
94,0,0,1,0,0,0,0,2,62,37,35,5,0,0,1,0,0,0,0,0,0,46,37,60.74,0,0,37,0,37,0,37,57,0,30,0,0,0,51,74.587,8.823,431.297,24765.954,6.18,72.58,23.571,0,0,0,1,0,0,0
85,1,0,0,0,0,0,0,4.5,47,0,50,0,0,0,0,0,0,0,0,1,47,57,0,62.31,0,56,53,47,0,47,0,51,0,0,87,0,0,48,42.73,97.999,525.432,10550.206,17.31,71.99,8.05,1,0,0,0,0,0,0
86,0,1,0,0,0,0,37,3,65,0,0,0,37,0,0,0,1,0,0,0,0,68,66,90.07,111,52,65,0,0,64,0,66,0,0,0,0,0,123,85.443,14.98,266.342,37960.709,12.61,77.86,3.885,1,0,0,0,0,0,0
61,0,0,0,1,0,0,0,0,57,0,0,0,0,0,0,1,0,0,0,0,16,66,0,81.89,0,0,111,0,54,54,0,69,0,13,0,16,0,0,100,256.496,197.0668846,49903.029,13.22,83.92,16.17296,0,0,0,0,1,0,0
114,1,0,0,0,0,0,87,1,0,0,109,0,0,0,0,0,0,0,0,1,0,126,0,53.01,0,0,0,0,0,0,0,129,0,0,111,129,115,115,17.174,197.519,227.349,1095.042,3.94,64.26,4.762,0,0,1,0,0,0,0
71,1,0,0,0,0,0,0,1.114285714,60,0,0,0,47,0,0,0,0,0,0,1,0,61,47,57.13,0,61,0,0,0,56,0,70,72,0,72,0,63,70,21.225,104.957,182.634,1729.927,7.47,66.6,5.589,1,0,0,0,0,0,0
49,0,0,0,1,0,0,0,0,49,0,0,13,0,0,0,1,0,0,0,0,49,55,49,79.05,0,10,50,0,0,0,0,49,0,26,0,0,0,0,93.36,37.312,197.0668846,21655.2437,10.97,80.22,16.17296,0,0,1,0,0,0,0
142,0,0,1,0,0,0,43,14,0,0,84,0,0,1,0,0,0,0,0,0,0,0,0,67.65,41,0,0,0,0,0,0,105,120,0,0,0,2,144,80.565,93.105,99.403,34272.36,7.17,83.56,33.235,1,0,0,0,0,0,0
71,0,0,1,0,0,0,61,1,0,0,21,0,0,0,0,0,0,1,0,0,0,0,0,46.64,19,52,56,0,0,0,60,0,0,0,0,1,0,72,87.994,136.52,114.767,46682.515,6.41,80.9,32.002,1,0,0,0,0,0,0
81,0,0,0,1,0,0,81,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,36.64,0,0,89,0,0,0,0,84,0,40,0,0,0,76,87.052,0.137,199.941,21655.2437,2.16,71.7,16.17296,0,0,0,0,1,0,0
51,0,1,0,0,0,0,0,5,30,21,0,0,0,0,0,0,0,1,0,0,0,27,31,49.56,6,0,0,0,27,30,0,31,0,0,0,0,0,38,60.308,147.674,261.899,15308.712,9.74,76.91,16.57,0,0,1,0,0,0,0
97,0,0,0,1,0,0,0,0,0,0,0,98,0,1,0,0,0,0,0,0,64,102,0,77.22,0,29,98,0,0,0,0,106,0,0,97,19,0,98,45.866,16.426,176.957,7824.362,17.11,74.62,6.132,0,1,0,0,0,0,0
174,0,1,0,0,0,0,96,3.888888889,102,0,0,0,5,0,0,0,0,0,0,1,0,0,0,90.66,66,0,0,0,0,0,94,0,0,0,0,0,5,122,50.692,135.132,109.861,16277.671,7.04,77.15,18.263,0,0,0,1,0,0,0
89,0,1,0,0,0,0,0,12,45,42,23,16,0,0,1,0,0,0,0,0,0,50,42,92.83,72,0,38,0,42,45,0,45,0,0,0,0,0,96,47.149,351.873,370.437,7599.188,7.07,71.23,7.464,0,0,0,1,0,0,0
28,0,0,0,1,0,0,0,0,0,29,0,0,29,0,0,0,0,1,0,0,0,37,37,78.75,29,0,29,0,29,0,0,40,0,0,0,0,0,0,48.116,207.973,197.0668846,21655.2437,13.67,79.07,16.17296,0,1,0,0,0,0,0
74,1,0,0,0,0,0,47,1,0,0,69,0,0,0,1,0,0,0,0,0,0,86,0,53.98,0,0,0,0,0,0,0,89,0,0,71,89,75,75,17.174,197.519,227.349,1095.042,3.94,64.26,4.762,1,0,0,0,0,0,0
49,0,0,1,0,0,0,2,120,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,38.45,0,0,0,8,0,0,0,8,0,0,50,0,2,35,77.376,237.016,156.139,45229.245,8.31,81.33,37.41,0,1,0,0,0,0,0
59,1,0,0,0,0,0,0,1.457142857,48,0,0,0,35,0,1,0,0,0,0,0,0,49,35,60.6,0,49,0,0,0,44,0,58,60,0,60,0,51,58,21.225,104.957,182.634,1729.927,7.47,66.6,5.589,1,0,0,0,0,0,0
120,1,0,0,0,0,0,0,1.699346405,0,0,0,111,111,1,0,0,0,0,0,0,0,0,0,76.89,0,0,113,0,0,0,0,0,0,0,56,0,0,121,54.507,4.289,232.347,3597.633,2.42,64.92,4.93,0,1,0,0,0,0,0
116,1,0,0,0,0,0,0,3,0,0,0,75,7,1,0,0,0,0,0,0,0,0,113,92.93,0,58,118,0,0,0,0,0,0,92,0,0,0,117,77.915,41.285,258.037,2705.406,6.05,67.11,6.593,0,0,0,1,0,0,0
44,0,0,1,0,0,0,8,1.8,41,0,0,0,34,0,0,1,0,0,0,0,41,45,5,54.73,2,43,31,0,0,41,0,45,46,0,0,0,0,44,61.229,104.871,304.195,11803.431,10.08,78.57,21.831,0,0,1,0,0,0,0
113,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,110,0,80.02,0,0,113,0,0,0,0,0,0,0,106,0,0,112,45.554,23.5,365.769,5443.837132,6.05,57.4,4.227,0,0,0,1,0,0,0
38,0,1,0,0,0,0,0,1.888888889,0,0,0,2,0,0,0,0,1,0,0,0,12,33,23,71.9,23,23,21,0,0,22,0,24,0,0,0,0,0,71,100,232.128,132.235,65530.537,15.84,75.49,3.459,1,0,0,0,0,0,0
63,0,1,0,0,0,0,0,0,62,0,0,0,0,1,0,0,0,0,0,0,0,73,0,65.08,0,33,0,0,0,0,0,72,0,0,54,71,115,64,54.821,0,376.264,22938.02011,9.59,72.7,10.59791111,1,0,0,0,0,0,0
83,0,0,0,0,0,1,0,1,0,0,80,81,0,0,0,0,0,0,1,0,0,0,0,56,0,0,75,0,0,0,72,86,84,0,84,0,0,84,95.426,19.751,160.708,20551.409,6.93,77.91,25.016,0,0,0,0,1,0,0
38,1,0,0,0,0,0,0,3,35,35,0,0,0,0,0,0,0,0,0,1,0,39,35,85.32,0,0,40,0,35,36,0,35,0,14,0,0,0,39,77.915,41.285,258.037,2705.406,6.05,67.11,6.593,0,0,1,0,0,0,0
113,0,0,0,1,0,0,0,0,0,0,57,57,0,0,1,0,0,0,0,0,0,114,0,79.7,0,0,105,0,0,0,0,0,0,86,0,0,0,114,70.786,98.567,227.376,9673.367,11.62,75,16.17296,0,1,0,0,0,0,0
115,0,0,0,0,0,1,103,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34.99,70,0,0,0,0,0,0,0,0,0,0,0,112,116,0,0,187.3239167,13840.78525,5.55,81.44,13.46325,0,0,0,0,0,0,1
119,0,1,0,0,0,0,0,1,73,0,0,0,0,0,1,0,0,0,0,0,91,102,80,82.12,0,0,0,0,92,88,0,115,120,0,120,0,0,115,25.754,54.422,597.029,1803.987,9.59,64.83,3.918,1,0,0,0,0,0,0
20,0,1,0,0,0,0,0,1,0,0,0,0,17,0,0,0,1,0,0,0,0,0,0,72.39,0,27,21,0,0,0,0,34,21,0,21,0,0,21,27.309,64.281,427.698,2896.913,7.11,71.1,5.621,1,0,0,0,0,0,0
54,0,1,0,0,0,0,0,1.666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,88.77,77,0,0,0,0,0,0,6,0,0,0,0,77,77,100,7915.731,92.243,85535.383,10.99,83.62,19.971,0,0,1,0,0,0,0
165,0,1,0,0,0,0,0,4,0,0,99,94,0,0,0,1,0,0,0,0,0,0,0,84.08,0,66,0,0,0,0,0,113,0,92,0,0,20,166,76.607,96.254,260.942,26808.164,16.74,76.16,9.7,0,0,0,1,0,0,0
65,0,0,0,0,0,1,0,5,50,0,52,35,0,0,1,0,0,0,0,0,50,54,0,54.4,48,0,52,0,50,52,0,54,50,0,0,50,0,54,63.986,66.939,140.448,10581.936,5.55,77.01,11.562,0,0,0,0,1,0,0
107,0,0,0,1,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,1,77,116,0,81.2,0,0,108,0,0,0,0,119,0,10,0,77,0,0,48.116,207.973,197.0668846,21655.2437,13.67,79.07,16.17296,0,0,0,0,1,0,0
124,0,0,1,0,0,0,103,41,0,0,106,0,0,1,0,0,0,0,0,0,0,0,0,67.54,0,77,0,0,0,0,0,111,0,32,0,59,0,127,58.515,106.749,145.183,45436.686,6.35,81.54,32.95,0,0,0,0,0,1,0
13,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35.05,0,0,0,0,0,0,0,0,0,0,0,0,7,0,85.446,18.136,153.507,40585.721,5.76,81.91,34.492,0,0,0,0,0,0,1
96,0,0,1,0,0,0,0,10,0,0,38,4,0,0,0,0,1,0,0,0,55,60,39,55.49,0,0,52,0,39,0,55,59,74,0,27,0,0,98,80.565,93.105,99.403,34272.36,7.17,83.56,33.235,0,0,0,0,1,0,0
12,0,0,0,0,0,1,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,53.82,0,0,0,0,0,0,0,1,0,0,0,0,0,1,63.986,66.939,140.448,10581.936,5.55,77.01,11.562,0,0,1,0,0,0,0
41,1,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,1,0,0,0,0,0,0,28.77,0,0,112,0,0,0,89,0,42,0,42,100,0,42,28.585,73.562,405.126,2851.153,3.94,54.33,7.153,0,1,0,0,0,0,0
